SchoolId,ProgramName,AwardName,CIP201TITLESHORT
12,Computer Graphics and Imaging,B.S.,Graphic Design.
12,Teaching English to Speakers of Other Languages,Adv. Cert. Post Master's,Teaching English as a Second or Foreign Language/ESL Language Instructor.
12,Business Administration,B.B.A.,"Business Administration and Management, General."
12,"English Teacher, Grades 7-12",Adv. Cert. Post Bacc.,English/Language Arts Teacher Education.
12,"Mathematics Teacher, Grades 7-12",Adv. Cert. Post Bacc.,Mathematics Teacher Education.
12,"Science Teacher, Grades 7-12",Adv. Cert. Post Bacc.,Science Teacher Education/General Science Teacher Education.
12,"Social Studies Teacher, Grades 7-12",Adv. Cert. Post Master's,Social Studies Teacher Education.
12,Computer and Management (Place Holder),B.S.,Information Science/Studies.
12,"Teaching Languages Other Than English, Grades 7-12",Adv. Cert. Post Master's,Foreign Language Teacher Education.
12,Film and TV Studies,B.A.,Mass Communication/Media Studies.
12,Nursing Administration,Adv. Cert. Post Master's,Nursing Administration.
12,Nursing Education,Adv. Cert. Post Master's,Nursing Education.
12,Social Work (LCSW),M.S.W.,Social Work.
12,"Dietetics, Foods, and Nutrition",B.S.,Dietetics/Dietitian.
12,Gifted Education (Online Degree),Adv. Cert. Post Bacc.,Education/Teaching of the Gifted and Talented.
12,Spanish,M.A.,Spanish Language and Literature.
12,Education Administration as School Building Leader,M.S. in Ed.,"Educational Leadership and Administration, General."
12,Education Administration as School District Leader,Adv. Cert. Post Master's,Superintendency and Educational System Administration.
12,"Spanish Teacher Education, Grades 7-12 (Alternative Transitional B Certification)",M.A.,Spanish Language Teacher Education.
12,History (Teacher Education),B.A.,History Teacher Education.
12,African American Studies (Teacher Education),B.A.,Elementary Education and Teaching.
12,Exercise Science,B.S.,Kinesiology and Exercise Science.
12,Business (Online Degree),M.S.,"Business Administration and Management, General."
12,Advanced Educational Leadership / District Leader,Adv. Cert. Post Bacc.,Superintendency and Educational System Administration.
12,Family Nurse Practitioner,Adv. Cert. Post Master's,Family Practice Nurse/Nursing.
12,Family Nurse Practitioner,M.S.,Family Practice Nurse/Nursing.
12,Interdisciplinary Environmental Sciences,B.S.,Environmental Studies.
12,Bilingual Pupil Personnel Services,Adv. Cert. Post Master's,"Educational Leadership and Administration, General."
12,Comparative Literature,B.A.,Comparative Literature.
12,"Spanish Teacher, Grades 7-12",M.A.,Spanish Language Teacher Education.
12,Africana Studies,B.A.,African-American/Black Studies.
12,Art,B.A.,"Art/Art Studies, General."
12,Latin,B.A.,Latin Language and Literature.
12,Latin American and Caribbean Studies,B.A.,Latin American and Caribbean Studies.
12,Latino Studies,B.A.,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies."
12,Music,B.S.,"Music, General."
12,Earth Science,B.A.,"Geology/Earth Science, General."
12,Italian-American Studies,B.A.,Italian Studies.
12,Speech Language Pathology,M.A.,Speech-Language Pathology/Pathologist.
12,MHC-Mathematics,B.A.,"Mathematics, General."
12,MHC-Physics,B.S.,"Physics, General."
12,MHC-Economics,B.A.,"Economics, General."
12,MHC-Biology,B.A.,"Biology/Biological Sciences, General."
12,MHC-Political Science,B.A.,"Political Science and Government, General."
12,MHC-Psychology,B.A.,"Psychology, General."
12,MHC-Sociology,B.A.,Sociology.
12,MHC-History,B.A.,"History, General."
12,MHC-English,B.A.,"English Language and Literature, General."
12,MHC-African American Studies,B.A.,African-American/Black Studies.
12,Therapeutic Recreation,B.S.,Therapeutic Recreation/Recreational Therapy.
12,Bilingual Extension - Special Education: Intensive Teacher Institute,Adv. Cert. Post Bacc.,Bilingual and Multilingual Education.
12,"Middle Childhood Extension, Grades 5-6",Adv. Cert. Post Bacc.,Junior High/Intermediate/Middle School Education and Teaching.
12,Fifth-Year Childhood Edcation,M.S. in Ed.,Elementary Education and Teaching.
12,Geographic Information Science,M.S.,Geographic Information Science and Cartography.
12,Biology,M.S.,"Biology/Biological Sciences, General."
12,"Special Education Teacher, Birth - Grade 2",Adv. Cert. Post Bacc.,Education/Teaching of Individuals in Early Childhood Special Education Programs.
12,"Special Education Teacher, Grades 1-6",Adv. Cert. Post Bacc.,Education/Teaching of Individuals in Elementary Special Education Programs.
12,"Special Education Teacher, Grades 7-12",Adv. Cert. Post Bacc.,Education/Teaching of Individuals in Secondary Special Education Programs.
12,Geographic Information Science,Adv. Cert. Post Bacc.,Geographic Information Science and Cartography.
12,Earth Science,Cert. >= 30 Credits,"Geology/Earth Science, General."
12,Earth Science,Cert. < 30 Credits,"Geology/Earth Science, General."
12,"Literacy Teacher, Birth-Grade 6 and Special Education Grades 1-6",M.S. in Ed.,Reading Teacher Education.
12,Nursing (Online Degree),B.S.,Registered Nursing/Registered Nurse.
12,Economics and Mathematics,B.A.,"Economics, General."
12,Mathematics and Instruction,M.A.,Mathematics Teacher Education.
12,Media Communications Studies,B.A.,Mass Communication/Media Studies.
12,Public Health,B.S.,"Public Health, General."
12,Organizational Leadership,M.S.,Organizational Leadership.
12,MHC-Chemistry,B.A.,"Chemistry, General."
12,MHC-Media Communication Studies,B.A.,Mass Communication/Media Studies.
12,MHC-Business Administration,B.B.A.,"Business Administration and Management, General."
12,MHC-Chemistry,B.S.,"Chemistry, General."
12,MHC-Computer Graphics and Imaging,B.S.,Graphic Design.
12,MHC-Computer Information Systems,B.S.,Information Science/Studies.
12,MHC-Computer Science,B.S.,Computer Science.
12,MHC-Dance Theatre,B.F.A.,"Dance, General."
12,MHC-Philosophy,B.A.,Philosophy.
12,MHC-Social Work,B.A.,Social Work.
12,MHC-Speech Pathology and Audiology,B.A.,Audiology/Audiologist and Speech-Language Pathology/Pathologist.
12,MHC-Accounting,B.S.,Accounting.
12,MHC-Nursing,B.S.,Registered Nursing/Registered Nurse.
12,"MHC-Mathematics Teacher Education, Grades 7-12",B.A.,Mathematics Teacher Education.
12,Reading Teacher,M.S. in Ed.,Reading Teacher Education.
12,Speech Pathology and Audiology,B.A.,Audiology/Audiologist and Speech-Language Pathology/Pathologist.
12,Computer Science,B.A.,Computer Science.
12,Social Work,B.A.,Social Work.
12,Accounting,M.S.,Accounting.
12,Computer Information Systems,B.S.,Information Science/Studies.
12,Music Teacher (K-12),M.A.T.,Music Teacher Education.
12,Computer Science,M.S.,Computer Science.
12,Latin American and Caribbean Studies,B.A.,Latin American Studies.
12,Nutrition,M.S.,"Foods, Nutrition, and Wellness Studies, General."
12,Computer Science,B.S.,Computer Science.
12,Liberal Studies,M.A.,Liberal Arts and Sciences/Liberal Studies.
13,Nursing (RN'S),B.S. in Nursing,Registered Nursing/Registered Nurse.
13,Biology,B.S.,"Biology/Biological Sciences, General."
13,Business,B.S.,"Business/Commerce, General."
13,Accounting,B.S.,Accounting.
13,"Liberal Studies / Education ""N-6""",B.A.,Elementary Education and Teaching.
13,Psychology,B.A.,"Psychology, General."
13,Public Administration,B.S.,Public Administration.
13,Public Administration,A.S.,Public Administration.
13,Liberal Arts,A.A.,Liberal Arts and Sciences/Liberal Studies.
13,Science,A.S.,Physical Sciences.
13,C.U.N.Y. Baccalaureate (B.S.),NG (Bacc.),Physical Sciences.
13,C.U.N.Y. Baccalaureate (B.A.),NG (Bacc.),Liberal Arts and Sciences/Liberal Studies.
13,Teacher Education,A.A.,Teacher Assistant/Aide.
13,Practical Nursing,Cert. >= 30 Credits,Licensed Practical/Vocational Nurse Training.
13,Environmental Science,B.S.,Environmental Science.
13,Mathematical Sciences,B.S.,"Mathematics, General."
13,Computer Information Systems,B.S.,Information Science/Studies.
13,Applied Management,B.P.S.,"Business Administration and Management, General."
13,"Special Education and Early Childhood Teacher, Birth - 2",B.A.,Education/Teaching of Individuals in Early Childhood Special Education Programs.
13,"Childhood Education, Grades 1-6",B.A.,Elementary Education and Teaching.
13,"Special Education and Childhood Teacher, Grades 1-6",B.A.,Education/Teaching of Individuals in Elementary Special Education Programs.
13,English,B.A.,"English Language and Literature, General."
13,Liberal Studies,B.A.,Liberal Arts and Sciences/Liberal Studies.
13,Computer Science,B.S.,Computer Science.
13,Religious Studies,B.A.,Religion/Religious Studies.
13,Social Work,B.S.,Social Work.
13,Financial Economics,B.S.,Business/Managerial Economics.
13,Media and The Performing Arts,B.F.A.,"Visual and Performing Arts, General."
13,English,A.A.,"English Language and Literature, General."
13,Business Administration,A.S.,"Business Administration and Management, General."
13,Computer Applications,A.A.S.,"Data Entry/Microcomputer Applications, General."
13,Computer Science,A.S.,Computer Science.
13,Nursing,A.A.S.,Registered Nursing/Registered Nurse.
14,Dental Hygiene,A.A.S.,Dental Hygiene/Hygienist.
14,Liberal Arts and Sciences,A.S.,Physical Sciences.
14,Liberal Arts and Sciences,A.A.,Liberal Arts and Sciences/Liberal Studies.
14,Accounting,A.A.S.,Accounting Technology/Technician and Bookkeeping.
14,Marketing Management and Sales,A.A.S.,"Marketing/Marketing Management, General."
14,Business and Technology of Fashion,A.S.,Fashion Merchandising.
14,Business and Technology of Fashion,A.A.S.,Fashion Merchandising.
14,Hospitality Management,A.A.S.,"Hospitality Administration/Management, General."
14,Communication Design Management,A.A.S.,Commercial and Advertising Art.
14,Communication Design,A.A.S.,Commercial and Advertising Art.
14,Computer Information Systems,A.A.S.,"Computer and Information Sciences, General."
14,Dental Laboratory Technology,A.A.S.,Dental Laboratory Technology/Technician.
14,Nursing,A.A.S.,Registered Nursing/Registered Nurse.
14,Ophthalmic Dispensing Technology,A.A.S.,Opticianry/Ophthalmic Dispensing Optician.
14,Industrial Design Technology,A.A.S.,Mechanical Drafting and Mechanical Drafting CAD/CADD.
14,Chemical Technology,A.S.,Chemical Technology/Technician.
14,Chemical Technology,A.A.S.,Chemical Technology/Technician.
14,Civil Engineering Technology,A.A.S.,Civil Engineering Technology/Technician.
14,Electromechanical Engineering Technology,A.A.S.,Electromechanical Technology/Electromechanical Engineering Technology.
14,Mechanical Engineering Technology,A.A.S.,Mechanical Engineering/Mechanical Technology/Technician.
14,Construction Management Technology,A.A.S.,Construction Engineering Technology/Technician.
14,Electrical Engineering Technology,A.A.S.,"Electrical, Electronic and Communications Engineering Technology/Technician."
14,Human Services,A.A.S.,"Human Services, General."
14,C.U.N.Y. Baccalaureate (B.S.),NG (Bacc.),Physical Sciences.
14,C.U.N.Y. Baccalaureate (B.A.),NG (Bacc.),Liberal Arts and Sciences/Liberal Studies.
14,Radiologic Technology and Medical Imaging,A.A.S.,Medical Radiologic Technology/Science - Radiation Therapist.
14,Human Services,B.S.,"Human Services, General."
14,Entertainment Technology,B.Tech.,Technical Theatre/Theatre Design and Technology.
14,Telecommunications Technology: Verizon,A.A.S.,Telecommunications Technology/Technician.
14,Communication Design,B.Tech.,"Design and Visual Communications, General."
14,Communication Design,B.F.A.,"Design and Visual Communications, General."
14,Computer Systems,B.Tech.,Information Science/Studies.
14,Facilities Management,B.Tech.,Facilities Planning and Management.
14,Career and Technical Teacher Education,B.S. in Ed.,Technology Teacher Education/Industrial Arts Teacher Education.
14,Technology Teacher Education,B.S. in Ed.,Technology Teacher Education/Industrial Arts Teacher Education.
14,Lighting Systems Technology,Cert. < 30 Credits,Technical Theatre/Theatre Design and Technology.
14,Scenic Construction,Cert. < 30 Credits,Technical Theatre/Theatre Design and Technology.
14,Sound Systems Technology,Cert. < 30 Credits,Technical Theatre/Theatre Design and Technology.
14,Alcoholism and Substance Abuse,Cert. < 30 Credits,Substance Abuse/Addiction Counseling.
14,Architectural Technology,B.Tech.,Architectural Technology/Technician.
14,Applied Mathematics,B.S.,"Applied Mathematics, General."
14,Construction Management,Cert. < 30 Credits,Construction Management.
14,Health Services Administration,B.S.,Hospital and Health Care Facilities Administration/Management.
14,Air Conditioning Equipment Technician,Cert. < 30 Credits,"Heating, Ventilation, Air Conditioning and Refrigeration Engineering Technology/Technician."
14,Heating Equipment Technician,Cert. < 30 Credits,"Heating, Ventilation, Air Conditioning and Refrigeration Engineering Technology/Technician."
14,Nursing,B.S.,Registered Nursing/Registered Nurse.
14,Interactive Media Technologies,Cert. < 30 Credits,"Web Page, Digital/Multimedia and Information Resources Design."
14,Sustainable Technology,Cert. < 30 Credits,Civil Engineering Technology/Technician.
14,Video Production,Cert. < 30 Credits,Cinematography and Film/Video Production.
14,Career and Technical Education,Cert. < 30 Credits,Technical Teacher Education.
14,Mechanical Engineering Technology,B.Tech.,Mechanical Engineering/Mechanical Technology/Technician.
14,Emerging Media Technologies,B.Tech.,"Web Page, Digital/Multimedia and Information Resources Design."
14,Radiological Science,B.S.,Medical Radiologic Technology/Science - Radiation Therapist.
14,Mathematics Education,B.S.,Mathematics Teacher Education.
14,Biomedical Informatics,B.S.,Bioinformatics.
14,Electrical Engineering Technology,B.Tech.,"Electrical, Electronic and Communications Engineering Technology/Technician."
14,Construction Engineering Technology,B.Tech.,Construction Engineering Technology/Technician.
14,Professional and Technical Writing,B.S.,"Professional, Technical, Business, and Scientific Writing."
14,Applied Chemistry,B.S.,"Chemistry, General."
14,Business and Technology of Fashion,B.S.,Fashion Merchandising.
14,Applied Computational Physics,B.S.,"Physics, General."
14,Fashion Marketing,A.A.S.,Fashion Merchandising.
14,Hospitality Management,B.Tech.,"Hospitality Administration/Management, General."
14,Legal Assistant Studies,A.A.S.,Legal Assistant/Paralegal.
14,Communication Design Management,B.Tech.,Commercial and Advertising Art.
14,Telecommunic Engineering Technology,A.A.S.,Telecommunications Technology/Technician.
14,Automotive Technology,A.A.S.,Automobile/Automotive Mechanics Technology/Technician.
14,Building/Housing Superintendent Technology,Cert. >= 30 Credits,Construction Engineering Technology/Technician.
14,Environmental Control Technology,A.A.S.,Environmental Engineering Technology/Environmental Technology.
14,Architectural Technology,A.A.S.,Architectural Drafting and Architectural CAD/CADD.
14,Telecommunic Engineering Technology,B.Tech.,Telecommunications Technology/Technician.
14,Legal Assistant Studies,B.S.,Legal Assistant/Paralegal.
14,Desktop Publishing,Cert. >= 30 Credits,Prepress/Desktop Publishing and Digital Imaging Design.
14,Computer Science,A.S.,Computer Science.
14,Microcomputer Business Systems,A.A.S.,Computer Technology/Computer Systems Technology.
14,Computer Engineering Technology,B.Tech.,Computer Engineering Technology/Technician.
15,Accounting,A.A.S.,Business
15,Accouting Technology/Technician and Bookkeeping,A.S.,Business
15,Architectural Technology,A.A.S.,Artchitecture
15,Art and Design,A.S.,Art
15,Art History,A.S.,Art
15,Biology,A.S.,"Biology/Biological Sciences, General."
15,Biotechnology,A.S.,"Biology/Biological Sciences, General."
15,Business Administration,A.S.,Business
15,Chemistry,A.S.,"Chemistry, General."
15,Computer Engineering Technology,A.A.S.,Computer Engineering Technology
15,Computer Information Systems,A.A.S.,Computer Engineering Technology
15,Computer Science and Information Security,A.S.,Computer Science.
15,Ciminal Justice,A.S.,Criminal Justice
15,Dance,A.S.,"Dance, General."
15,Digital Art and Design,A.S.,Digital Art
15,Education,A.A.,Education
15,Electronic Engineering Technology,A.A.S.,Egineering
15,Engineering Science,A.S.,Egineering
15,Enviornmental Science,A.S.,Enviornmetal Scineces
15,Film and Media Production,A.S.,Film and Media
15,Gallery aand Museum Studies,A.S.,Film and Media
15,Health Sciences,A.S.,Health Sciences
15,Internet and Information Technology,A.A.S.,Information Science/Studies.
15,Liberal Arts and Sciences - American Studies,A.A.,Liberal Arts and Sciences/Liberal Studies.
15,Liberal Arts and Sciences - Communication Studies,A.A.,Liberal Arts and Sciences/Liberal Studies.
15,Liberal Arts and Sciences - Education,A.A.,Liberal Arts and Sciences/Liberal Studies.
15,Liberal Arts and Sciences - Exercise Science,A.A.,Liberal Arts and Sciences/Liberal Studies.
15,Liberal Arts and Sciences - Gender Studies,A.A.,Liberal Arts and Sciences/Liberal Studies.
15,Liberal Arts and Sciences - History,A.A.,Liberal Arts and Sciences/Liberal Studies.
15,Liberal Arts and Sciences - International Studies,A.A.,Liberal Arts and Sciences/Liberal Studies.
15,Liberal Arts and Sciences - Liberal Studies,A.A.,Liberal Arts and Sciences/Liberal Studies.
15,Liberal Arts and Sciences - Nutrition,A.A.,Liberal Arts and Sciences/Liberal Studies.
15,Liberal Arts and Sciences - Personal Training,A.A.,Liberal Arts and Sciences/Liberal Studies.
15,Liberal Arts and Sciences - Physical Education,A.A.,Liberal Arts and Sciences/Liberal Studies.
15,Liberal Arts and Sciences - Sociology,A.A.,Liberal Arts and Sciences/Liberal Studies.
15,Liberal Arts and Sciences - Urban Studies,A.A.,Liberal Arts and Sciences/Liberal Studies.
15,Management ,A.A.S.,Business
15,Massage Therapy ,A.A.S.,Massage Therapy
15,Mathematics and Science,A.S.,Engineering
15,Mechanical Engineering Technology,A.A.S.,Health Sciences
15,Medical Assistant,A.A.S.,Health Sciences
15,Music ,A.S.,Music 
15,Music Production,A.A.S.,Music 
15,Nursing,A.A.S.,Nursing
15,Nursing - Hunter Joint,A.A.S.,Nursing
15,Nursing - School of Professional Studies Joint,A.A.S.,Nursing
15,Nursing - York Joint,A.A.S.,Nursing
15,Office Administration and Technology,A.A.S.,Administration and Technology
15,Psychology,A.S.,Pyschology
15,Public Health,A.S.,"Public Health, General."
15,Science for Forensics,A.S.,Forensics
15,Telecommunications Technology,A.A.S.,Telecommunications Technology/Technician.
15,Theatre - Acting,A.S.,Theatre
15,Theatre - Technical Theatre,A.S.,Theatre
16,East Asian Studies,B.A.,East Asian Studies.
16,American Studies,B.A.,American/United States Studies/Civilization.
16,Biology,M.A.,"Biology/Biological Sciences, General."
16,Accounting,B.A.,Accounting.
16,Media Studies,B.A.,Mass Communication/Media Studies.
16,Media Studies,M.A.,Mass Communication/Media Studies.
16,Computer Science,M.A.,Computer Science.
16,Computer Science,B.A.,Computer Science.
16,"Elementary ""N-6""",M.S. in Ed.,Elementary Education and Teaching.
16,School Psychologist,M.S. in Ed.,School Psychology.
16,Counselor Education,M.S. in Ed.,Counselor Education/School Counseling and Guidance Services.
16,Studio Art,B.A.,"Fine/Studio Arts, General."
16,Studio Art,M.F.A.,"Fine/Studio Arts, General."
16,Art History,B.A.,"Art History, Criticism and Conservation."
16,Art History,M.A.,"Art History, Criticism and Conservation."
16,Music,Mus.B,Music Teacher Education.
16,Music,M.A.,"Music Performance, General."
16,Music,B.A.,"Music Performance, General."
16,Music - 4 1/2 Year,B.A.,"Music Performance, General."
16,Music - 4 1/2 Year,M.A.,"Music Performance, General."
16,Theatre and Dance,B.A.,"Drama and Dramatics/Theatre Arts, General."
16,French,M.A.,French Language and Literature.
16,Italian,M.A.,Italian Language and Literature.
16,Spanish,M.A.,Spanish Language and Literature.
16,Russian,B.A.,Russian Language and Literature.
16,Greek,B.A.,Ancient/Classical Greek Language and Literature.
16,Hebrew,B.A.,Hebrew Language and Literature.
16,Family and Consumer Sciences,B.A.,"Family and Consumer Sciences/Human Sciences, General."
16,English,M.A.,"English Language and Literature, General."
16,Comparative Literature,B.A.,Comparative Literature.
16,Linguistics,B.A.,Linguistics.
16,Philosophy,B.A.,Philosophy.
16,Philosophy,M.A.,Philosophy.
16,Library Science,M.L.S.,Library and Information Science.
16,Mathematics,M.A.,"Mathematics, General."
16,Physics,M.A.,"Physics, General."
16,Physics - 4 Year,B.A.,"Physics, General."
16,Physics - 4 Year,M.A.,"Physics, General."
16,Chemistry,M.A.,"Chemistry, General."
16,Chemistry - 4 Year,B.A.,"Chemistry, General."
16,Chemistry - 4 Year,M.A.,"Chemistry, General."
16,Geological and Environmental Sciences,M.A.,"Geology/Earth Science, General."
16,Psychology,B.A.,"Psychology, General."
16,Psychology,M.A.,"Psychology, General."
16,History,M.A.,"History, General."
16,Political Science and Government (Teacher Education),B.A.,Social Studies Teacher Education.
16,Data Analytics and Applied Social Research,M.A.,"Statistics, Other."
16,Urban Affairs,M.A.,Urban Studies/Affairs.
16,Interdisciplinary Major,B.A.,"Multi-/Interdisciplinary Studies, General."
16,School Media Specialist - Library,M.L.S.,School Librarian/School Library Media Specialist.
16,Post-Baccalaureate Teacher Education,Adv. Cert. Post Bacc.,Secondary Education and Teaching.
16,Elementary Education,Adv. Cert. Post Master's,Elementary Education and Teaching.
16,Social Sciences,M.A.,"Social Sciences, General."
16,Applied Social Science,B.S.,"Social Sciences, Other."
16,Environmental Sciences,B.A.,Environmental Science.
16,Environmental Sciences,B.S.,Environmental Science.
16,Environmental Science: Chemistry,B.A.,Environmental Science.
16,Environmental Science: Chemistry,B.S.,Environmental Science.
16,Environmental Science: Biology,B.A.,Environmental Science.
16,Environmental Science: Biology,B.S.,Environmental Science.
16,Environmental Studies,B.A.,Environmental Studies.
16,Applied Behavioral Analysis,Adv. Cert. Post Bacc.,Applied Behavior Analysis.
16,Nutrition and Exercise Sciences,B.S.,Kinesiology and Exercise Science.
16,Nutrition and Exercise Sciences,M.S.,Kinesiology and Exercise Science.
16,Accounting,M.S.,Accounting.
16,Library Media Specialist for Certified Teachers,M.L.S.,School Librarian/School Library Media Specialist.
16,"Special Education Teacher, Birth - Grade 2",M.S. in Ed.,Education/Teaching of Individuals in Early Childhood Special Education Programs.
16,"Physical Education Teacher, All Grades",B.S.,Physical Education Teaching and Coaching.
16,"Physical Education Teacher, All Grades",M.S. in Ed.,Physical Education Teaching and Coaching.
16,"Physical Education Teacher, All Grades",Adv. Cert. Post Bacc.,Physical Education Teaching and Coaching.
16,"Teaching Students With Disabilities, Adolescent Generalist, Grades 7-12",M.S. in Ed.,Education/Teaching of Individuals in Secondary Special Education Programs.
16,"Childhood Education, Grades 1-6",B.A.,Elementary Education and Teaching.
16,"Literacy Teacher, Birth - Grade 6",M.S. in Ed.,Reading Teacher Education.
16,"Literacy Teacher, Grades 5-12",M.S. in Ed.,Reading Teacher Education.
16,"Literacy Teacher, Grades 5-12",M.S. in Ed.,
17,Architecture,B.Arch.,Architectural and Building Sciences/Technology.
17,Architecture,B.S.,Architectural and Building Sciences/Technology.
17,Landscape Architecture,B.S.,Landscape Architecture.
17,Urban Design,M.U.P.,"City/Urban, Community and Regional Planning."
17,American Studies,B.A.,American/United States Studies/Civilization.
17,Area Studies: Black-Puerto Rican-Jewish,B.A.,"Ethnic, Cultural Minority, Gender, and Group Studies, Other."
17,Area Studies: Asian - Latin American & Latino - Russian,B.A.,"Ethnic, Cultural Minority, Gender, and Group Studies, Other."
17,Biology,B.A.,"Biology/Biological Sciences, General."
17,Biology,M.S.,"Biology/Biological Sciences, General."
17,Biology,M.A.,"Biology/Biological Sciences, General."
17,Biology,B.S.,"Biology/Biological Sciences, General."
17,Biochemistry,M.A.,Biochemistry.
17,Biochemistry,M.S.,Biochemistry.
17,Computer Science,M.S.,Computer Science.
17,Computer Science,B.S.,Computer Science.
17,"Elementary ""N-6""",B.S. in Ed.,Elementary Education and Teaching.
17,Elementary Education,M.S. in Ed.,Elementary Education and Teaching.
17,School Administration and Supervision,Adv. Cert. Post Master's,"Educational Leadership and Administration, General."
17,Chemical Engineering,M.E.,Chemical Engineering.
17,Chemical Engineering,B.E.,Chemical Engineering.
17,Civil Engineering,B.E.,"Civil Engineering, General."
17,Civil Engineering,M.E.,"Civil Engineering, General."
17,Electrical Engineering,M.E.,Electrical and Electronics Engineering
17,Electrical Engineering,B.E.,Electrical and Electronics Engineering
17,Mechanical Engineering,M.E.,Mechanical Engineering.
17,Mechanical Engineering,B.E.,Mechanical Engineering.
17,Art History,M.A.,"Art History, Criticism and Conservation."
17,Art,B.A.,"Fine/Studio Arts, General."
17,Music,M.A.,"Music, General."
17,Music,B.A.,"Music, General."
17,Theatre,B.A.,"Drama and Dramatics/Theatre Arts, General."
17,"Romance Languages: French, Italian, Spanish",B.A.,"Romance Languages, Literatures, and Linguistics, General."
17,Pre-Law,B.A.,Pre-Law Studies.
17,English 4 - Year,B.A.,"English Language and Literature, General."
17,English 4 - Year,M.A.,"English Language and Literature, General."
17,English Teacher (7-12),M.A.,English/Language Arts Teacher Education.
17,English,M.A.,"English Language and Literature, General."
17,English,B.A.,"English Language and Literature, General."
17,Comparative Literature,B.A.,Comparative Literature.
17,Creative Writing,M.A.,Creative Writing.
17,Philosophy,B.A.,Philosophy.
17,Mathematics,B.S.,"Mathematics, General."
17,Mathematics,B.A.,"Mathematics, General."
17,Mathematics,M.A.,"Mathematics, General."
17,Mathematics,M.S.,"Mathematics, General."
17,Mathematics Combined 4 Year Program,M.A.,"Mathematics, General."
17,Mathematics Combined 4 Year Program,B.A.,"Mathematics, General."
17,Physics,B.S.,"Physics, General."
17,Physics,B.A.,"Physics, General."
17,Physics,M.S.,"Physics, General."
17,Physics,M.A.,"Physics, General."
17,Chemistry,M.A.,"Chemistry, General."
17,Chemistry,M.S.,"Chemistry, General."
17,Chemistry,B.S.,"Chemistry, General."
17,Geology,B.A.,"Geology/Earth Science, General."
17,Geology,B.S.,"Geology/Earth Science, General."
17,Geology,M.S.,"Geology/Earth Science, General."
17,Geology,M.A.,"Geology/Earth Science, General."
17,Psychology,B.A.,"Psychology, General."
17,Psychology,M.A.,"Psychology, General."
17,Psychology,B.S.,"Psychology, General."
17,Anthropology,B.A.,Anthropology.
17,Economics,B.A.,"Economics, General."
17,Economics 4 - Year,B.A.,"Economics, General."
17,Economics 4 - Year,M.A.,"Economics, General."
17,Economics,M.A.,"Economics, General."
17,History,B.A.,"History, General."
17,History,M.A.,"History, General."
17,Political Science,B.A.,"Political Science and Government, General."
17,Sociology,B.A.,Sociology.
17,Sociology,M.A.,Sociology.
17,International Relations,M.I.A.,International Relations and Affairs.
17,International Relations,M.A.,International Relations and Affairs.
17,Urban Legal Studies,B.A.,Urban Studies/Affairs.
17,Art,M.F.A.,"Fine/Studio Arts, General."
17,Early Childhood Education,M.S. in Ed.,Early Childhood Education and Teaching.
17,Film,M.F.A.,Film/Cinema/Video Studies.
17,Electronic Design and Multimedia,B.F.A.,Digital Communication and Media/Multimedia.
17,Computer Engineering,B.E.,"Computer Engineering, General."
17,Chemical Engineering,Adv. Cert. Post Bacc.,Chemical Engineering.
17,Civil Engineering,Adv. Cert. Post Bacc.,"Civil Engineering, General."
17,Mechanical Engineering,Adv. Cert. Post Bacc.,Mechanical Engineering.
17,Engineering Management,Adv. Cert. Post Bacc.,Engineering/Industrial Management.
17,Biomedical Engineering,M.S.,Bioengineering and Biomedical Engineering.
17,"Mathematics Teacher, Grades 7-12 (Alternative Transitional B Certification)",M.A.,Mathematics Teacher Education.
17,"Mathematics Teacher, Grades 7-12",M.A.,Mathematics Teacher Education.
17,"Mathematics Teacher, Grades 7-12",Adv. Cert. Post Master's,Mathematics Teacher Education.
17,Social Studies Teacher Education (Alternative Transitional B Certification),M.A.,Social Studies Teacher Education.
17,Social Studies Teacher Education,M.A.,Social Studies Teacher Education.
17,Social Studies Teacher Education,Adv. Cert. Post Master's,Social Studies Teacher Education.
17,"English Teacher, Grades 7-12",Adv. Cert. Post Master's,English/Language Arts Teacher Education.
17,"English Teacher, Grades 7-12 (Alternative Transitional B Certification)",M.A.,English/Language Arts Teacher Education.
17,"English Teacher, Grades 7-12",M.A.,English/Language Arts Teacher Education.
17,"Art Teacher, All Grades",M.A.,Art Teacher Education.
17,Science Education: Biology (Alternative Transitional B Certification),M.A.,Biology Teacher Education.
17,Science Education: Biology,M.A.,Biology Teacher Education.
17,Science Education: Chemistry (Alternative Transitional B Certification),M.A.,Chemistry Teacher Education.
17,Science Education: Chemistry,M.A.,Chemistry Teacher Education.
17,Science Education: Earth Science (Alternative Transitional B Certification),M.A.,Earth Science Teacher Education.
17,Science Education: Earth Science,M.A.,Earth Science Teacher Education.
17,Science Education: Physics (Alternative Transitional B Certification),M.A.,Physics Teacher Education.
17,Science Education: Physics,M.A.,Physics Teacher Education.
17,Science Education: Physics,Adv. Cert. Post Master's,Physics Teacher Education.
17,Science Education: Chemistry,Adv. Cert. Post Master's,Chemistry Teacher Education.
17,Science Education: Biology,Adv. Cert. Post Master's,Biology Teacher Education.
